Make,Model,Model Year,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Lighting,Clear,Snow,Cloudy,Fog/Smoke,Rain,Severe Wind,Injuries,Passengers Belted
Lincoln,MKZ,2019,September 2023,17:02,Milpitas,CA ,Highway / Freeway,Dry,"Other, see Narrative",65.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2023,September 2023,23:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,10:54,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,04:59,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2022,September 2023,00:05,Tempe,AZ ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2022,September 2023,17:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,23:02,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,22:16,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,08:42,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2020,September 2023,09:37,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2023,September 2023,22:36,Austin,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2023,September 2023,23:44,Austin,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,23:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,10:54,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,04:59,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2022,September 2023,00:05,Tempe,AZ ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2022,September 2023,17:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,23:02,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,22:16,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,October 2023,21:29,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Jaguar,I-Pace,2021,October 2023,17:47,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dawn / Dusk,1,0,0,0,0,0,0,0
Cruise,AV,2023,October 2023,21:29,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Jaguar,I-Pace,2021,September 2023,19:12,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,0,1
Cruise,AV,2023,October 2023,21:29,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2023,October 2023,21:29,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2023,September 2023,09:20,Houston,TX ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,October 2023,17:47,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dawn / Dusk,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,09:20,Houston,TX ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Lexus,RX 450h,2017,September 2023,11:33,Emeryville,CA ,Highway / Freeway,Dry,No Unusual Conditions,55.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2023,September 2023,20:14,Houston,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,20:14,Houston,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,03:49,Austin,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,September 2023,17:02,Tempe,AZ ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,03:49,Austin,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,0
Navya,Arma Autonom DL,9999,August 2023,13:54,Orlando,FL ,Street,Dry,"Other, see Narrative",25.0,Daylight,1,0,0,0,0,0,0,1
Navya,Arma Autonom DL,9999,August 2023,17:54,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,September 2023,20:34,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,September 2023,18:26,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dawn / Dusk,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,September 2023,20:34,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,August 2023,16:38,Santa Monica,CA ,Traffic Circle,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,August 2023,21:55,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,August 2023,17:48,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,August 2023,16:45,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,August 2023,13:05,San Francisco,CA ,Street,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,August 2023,18:11,San Francisco,CA ,Street,Dry,Traffic Incident,0.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,August 2023,21:01,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,August 2023,19:38,Los Angeles,CA ,Street,Dry,No Unusual Conditions,25.0,Dawn / Dusk,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,August 2023,19:23,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,25.0,Dawn / Dusk,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,August 2023,15:36,Mesa,AZ ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,August 2023,22:10,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,August 2023,19:12,Phoenix,AZ ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,04:53,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,0,1
Cruise,AV,2023,August 2023,08:37,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,0
Cruise,AV,2022,August 2023,16:31,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,22:55,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2023,August 2023,16:45,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,11:59,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,00:21,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Not Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2023,August 2023,10:37,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,23:34,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,22:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,0,0
Cruise,AV,2023,August 2023,23:36,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,09:05,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,0
Cruise,AV,2023,August 2023,13:47,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,16:06,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,1
Cruise,AV,2023,August 2023,14:53,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,20:33,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,16:06,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,1
Mercedes-Benz,S 580 4Matic,2021,August 2023,13:40,Los Angeles,CA ,Highway / Freeway,Dry,No Unusual Conditions,,Daylight,1,0,1,0,0,0,1,1
Cruise,AV,2023,August 2023,14:53,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,02:35,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,00:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,0,0
Cruise,AV,2023,August 2023,00:19,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2023,August 2023,22:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Dark - Lighted,1,0,0,0,0,0,1,1
Cruise,AV,2022,August 2023,01:42,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2023,September 2023,21:42,Houston,TX ,Street,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,04:53,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,0,1
Cruise,AV,2022,August 2023,16:31,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,22:55,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2023,August 2023,11:59,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,16:45,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,08:37,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,0
Cruise,AV,2023,August 2023,10:37,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,22:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,0,0
Cruise,AV,2023,August 2023,00:21,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Not Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2023,August 2023,23:36,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,23:34,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,14:53,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,16:06,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,1
Cruise,AV,2023,August 2023,13:47,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,20:33,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,09:05,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,0
Cruise,AV,2023,September 2023,02:35,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,00:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,0,0
Cruise,AV,2023,August 2023,00:19,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2023,August 2023,22:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Dark - Lighted,1,0,0,0,0,0,1,1
Toyota,Sienna,2021,August 2023,10:10,Arlington,TX ,Street,Dry,No Unusual Conditions,15.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,September 2023,21:42,Houston,TX ,Street,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2022,August 2023,01:42,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2023,August 2023,00:39,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,August 2023,20:56,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,00:39,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,01:39,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,21:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,Origin,2024,August 2023,00:36,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,01:39,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,21:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,Origin,2024,August 2023,00:36,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,August 2023,21:37,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2022,August 2023,01:42,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2022,August 2023,01:42,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2023,August 2023,08:45,San Frabcisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Daylight,1,0,0,0,0,0,1,1
Cruise,AV,2023,August 2023,22:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Dark - Lighted,1,0,0,0,0,0,1,1
Cruise,AV,2023,August 2023,08:45,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Daylight,1,0,0,0,0,0,1,1
Cruise,AV,2023,August 2023,22:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Dark - Lighted,1,0,0,0,0,0,1,1
Navya,ARMA Autonom DL,9999,August 2023,12:54,Orlando,FL ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Navya,ARMA Autonom DL,9999,August 2023,12:54,Orlando,FL ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2023,August 2023,00:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,0,0
Cruise,AV,2023,August 2023,00:19,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2023,August 2023,00:12,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,00:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,0,0
Cruise,AV,2023,August 2023,00:19,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2023,August 2023,00:12,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Toyota,Camry,2017,August 2023,14:20,Sunol,CA ,Highway / Freeway,Dry,Traffic Incident,65.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,August 2023,18:38,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,07:51,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,0
Cruise,AV,2023,August 2023,08:45,San Frabcisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Daylight,1,0,0,0,0,0,1,1
Cruise,AV,2023,August 2023,22:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Dark - Lighted,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,August 2023,21:37,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2023,August 2023,08:45,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Daylight,1,0,0,0,0,0,1,1
Cruise,AV,2023,August 2023,22:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Dark - Lighted,1,0,0,0,0,0,1,1
Cruise,AV,2023,August 2023,07:51,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,0
Jaguar,I-Pace,2021,July 2023,13:13,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,July 2023,10:13,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,July 2023,14:57,Santa Monica,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,July 2023,14:57,Santa Monica,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,July 2023,11:11,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,July 2023,09:51,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,July 2023,09:02,Phoenix,AZ ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,0
Jaguar,I-Pace,2021,July 2023,10:13,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,July 2023,13:13,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,1
Peterbilt,579m,2022,July 2023,09:35,BUFFALO,TX ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Daylight,1,0,0,0,0,0,0,1
Nissan,LEAF,2023,August 2023,13:45,San Francisco,CA ,Street,Dry,No Unusual Conditions,0.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,22:41,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,02:29,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,16:16,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,10:47,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,00:07,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,22:34,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,20:56,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Not Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,01:52,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,11:03,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,11:41,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,11:41,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,11:03,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,22:41,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,02:29,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,16:16,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,10:47,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,00:07,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,22:34,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,20:56,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Not Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,01:52,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
International,LT625,2022,December 2022,08:20,Natural Bridge,VA ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2023,August 2023,09:48,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,0
Toyota,Sienna,2021,July 2023,17:25,Grand Rapids,MN ,Street,Dry,"Other, see Narrative",30.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,09:48,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,0
Cruise,AV,2022,July 2023,23:51,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,06:41,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,0
Cruise,AV,2022,July 2023,23:51,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,06:41,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,0
Jaguar,I-Pace,2021,July 2023,15:34,Tempe,AZ ,Street,Dry,"Other, see Narrative",40.0,Daylight,1,0,0,0,0,0,1,0
Cruise,AV,2023,July 2023,14:45,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,05:35,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,July 2023,15:04,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,July 2023,15:04,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2023,July 2023,14:45,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,July 2023,05:35,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2022,July 2023,20:38,Tempe,AZ ,Street,Dry,No Unusual Conditions,40.0,Dark - Lighted,1,0,0,0,0,0,1,1
Cruise,AV,2022,July 2023,01:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2022,July 2023,20:38,Tempe,AZ ,Street,Dry,No Unusual Conditions,40.0,Dark - Lighted,1,0,0,0,0,0,1,1
